PNR;Nachname;Vorname;Kostenstellennummer;Kostenstellenbezeichnung;OE-Nummer;OE-Bezeichnung
b068855;Mustermann;Max2190;2623.0;AE-Kranken;120010;AE-Kranken
b066459;Mustermann;Max2190;2624.0;AE-Com:N;121004;AE-VKON Com:N
b070546;Mustermann;Max2190;2624.0;AE-Com:N;121004;AE-VKON Com:N
b049972;Mustermann;Max2190;2624.0;AE-Com:N;121004;AE-VKON Com:N
b058730;Mustermann;Max2190;2624.0;AE-Com:N;121004;AE-VKON Com:N
b069433;Mustermann;Max2190;2624.0;AE-Com:N;121004;AE-VKON Com:N
b058735;Mustermann;Max2190;2624.0;AE-Com:N;121004;AE-VKON Com:N
b044673;Mustermann;Max2190;2624.0;AE-Com:N;121004;AE-VKON Com:N
b066729;Mustermann;Max2190;2624.0;AE-Com:N;121004;AE-VKON Com:N
b041734;Mustermann;Max2190;2624.0;AE-Com:N;121004;AE-VKON Com:N
b071552;Mustermann;Max2190;2624.0;AE-Com:N;121004;AE-VKON Com:N
b001815;Mustermann;Max2190;2624.0;AE-Com:N;121004;AE-VKON Com:N
b047589;Mustermann;Max2190;2624.0;AE-Com:N;121004;AE-VKON Com:N
b068055;Mustermann;Max2190;2624.0;AE-Com:N;121004;AE-VKON Com:N
b067664;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124038;AE-PRO Technik Prozesse
b056540;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124038;AE-PRO Technik Prozesse
b070432;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124038;AE-PRO Technik Prozesse
b071962;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124038;AE-PRO Technik Prozesse
b060702;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124038;AE-PRO Technik Prozesse
b055863;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124038;AE-PRO Technik Prozesse
b072738;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124038;AE-PRO Technik Prozesse
b046871;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124038;AE-PRO Technik Prozesse
b069864;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124038;AE-PRO Technik Prozesse
b070941;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124038;AE-PRO Technik Prozesse
b071145;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124038;AE-PRO Technik Prozesse
b066816;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124038;AE-PRO Technik Prozesse
b070431;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124038;AE-PRO Technik Prozesse
b040281;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124038;AE-PRO Technik Prozesse
b069135;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124038;AE-PRO Technik Prozesse
b040291;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b069852;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b065363;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b069456;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b064859;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b072032;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b066621;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b069866;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b070877;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b040945;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b046177;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b067159;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b070445;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b068439;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b047020;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b070886;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b053377;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b002188;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b070584;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b070891;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b073573;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139003;AE-PRO Technik Input Output
b070982;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b069182;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b073032;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b073526;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b002799;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b057953;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b049979;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b066480;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b070597;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b000906;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b070599;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b072979;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b001369;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b053371;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b072856;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b069099;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b071399;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b072051;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b073488;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b070306;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b069161;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b069132;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124030;AE-PRO Prozessumsetzung
b041914;Mustermann;Max2190;2626.0;AE-Prozessmanagement;121033;AE-PRO Querschnitts-Verwaltungssystem
b001462;Mustermann;Max2190;2626.0;AE-Prozessmanagement;121033;AE-PRO Querschnitts-Verwaltungssystem
b001761;Mustermann;Max2190;2626.0;AE-Prozessmanagement;121033;AE-PRO Querschnitts-Verwaltungssystem
b071733;Mustermann;Max2190;2626.0;AE-Prozessmanagement;121033;AE-PRO Querschnitts-Verwaltungssystem
b069422;Mustermann;Max2190;2626.0;AE-Prozessmanagement;121033;AE-PRO Querschnitts-Verwaltungssystem
b058729;Mustermann;Max2190;2626.0;AE-Prozessmanagement;121033;AE-PRO Querschnitts-Verwaltungssystem
b069919;Mustermann;Max2190;2626.0;AE-Prozessmanagement;121033;AE-PRO Querschnitts-Verwaltungssystem
b066727;Mustermann;Max2190;2626.0;AE-Prozessmanagement;121033;AE-PRO Querschnitts-Verwaltungssystem
b070259;Mustermann;Max2190;2626.0;AE-Prozessmanagement;121033;AE-PRO Querschnitts-Verwaltungssystem
b070618;Mustermann;Max2190;2626.0;AE-Prozessmanagement;121033;AE-PRO Querschnitts-Verwaltungssystem
b073149;Mustermann;Max2190;2626.0;AE-Prozessmanagement;121033;AE-PRO Querschnitts-Verwaltungssystem
b068438;Mustermann;Max2190;2626.0;AE-Prozessmanagement;121033;AE-PRO Querschnitts-Verwaltungssystem
b071579;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124029;AE-PRO Globale Aufgaben
b073094;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124029;AE-PRO Globale Aufgaben
b054613;Mustermann;Max2190;2626.0;AE-Prozessmanagement;124029;AE-PRO Globale Aufgaben
b041579;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139019;AE-PRO Technik Archive
b073541;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139019;AE-PRO Technik Archive
b054088;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139019;AE-PRO Technik Archive
b072045;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139019;AE-PRO Technik Archive
b072752;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139019;AE-PRO Technik Archive
b073489;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139019;AE-PRO Technik Archive
b071288;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139019;AE-PRO Technik Archive
b067841;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139019;AE-PRO Technik Archive
b069873;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139019;AE-PRO Technik Archive
b070890;Mustermann;Max2190;2626.0;AE-Prozessmanagement;139019;AE-PRO Technik Archive
b062463;Mustermann;Max2190;2627.0;AE-Finanzwesen;120006;AE-VKON Finanzwesen
b070969;Mustermann;Max2190;2627.0;AE-Finanzwesen;120006;AE-VKON Finanzwesen
b041812;Mustermann;Max2190;2627.0;AE-Finanzwesen;120006;AE-VKON Finanzwesen
b066690;Mustermann;Max2190;2627.0;AE-Finanzwesen;120006;AE-VKON Finanzwesen
b050946;Mustermann;Max2190;2627.0;AE-Finanzwesen;120006;AE-VKON Finanzwesen
b073213;Mustermann;Max2190;2627.0;AE-Finanzwesen;120006;AE-VKON Finanzwesen
b053688;Mustermann;Max2190;2627.0;AE-Finanzwesen;120006;AE-VKON Finanzwesen
b053934;Mustermann;Max2190;2627.0;AE-Finanzwesen;120006;AE-VKON Finanzwesen
b071240;Mustermann;Max2190;2627.0;AE-Finanzwesen;120006;AE-VKON Finanzwesen
b070321;Mustermann;Max2190;2627.0;AE-Finanzwesen;120006;AE-VKON Finanzwesen
b069623;Mustermann;Max2190;2627.0;AE-Finanzwesen;120006;AE-VKON Finanzwesen
b040292;Mustermann;Max2190;2628.0;AE- Zahlungsverkehr;120014;AE-VKON Zahlungsverkehr
b066467;Mustermann;Max2190;2628.0;AE- Zahlungsverkehr;120014;AE-VKON Zahlungsverkehr
b073599;Mustermann;Max2190;2628.0;AE- Zahlungsverkehr;120014;AE-VKON Zahlungsverkehr
b001961;Mustermann;Max2190;2628.0;AE- Zahlungsverkehr;120014;AE-VKON Zahlungsverkehr
b054841;Mustermann;Max2190;2628.0;AE- Zahlungsverkehr;120014;AE-VKON Zahlungsverkehr
b001299;Mustermann;Max2190;2628.0;AE- Zahlungsverkehr;120014;AE-VKON Zahlungsverkehr
b001327;Mustermann;Max2190;2628.0;AE- Zahlungsverkehr;120014;AE-VKON Zahlungsverkehr
b042283;Mustermann;Max2190;2629.0;AE-Collaboration u.Cross Funkt.Serv.;121007;AE-VKON Collaboration und Cross Functional Services
b044686;Mustermann;Max2190;2629.0;AE-Collaboration u.Cross Funkt.Serv.;121007;AE-VKON Collaboration und Cross Functional Services
b066970;Mustermann;Max2190;2629.0;AE-Collaboration u.Cross Funkt.Serv.;121007;AE-VKON Collaboration und Cross Functional Services
b066664;Mustermann;Max2190;2629.0;AE-Collaboration u.Cross Funkt.Serv.;121007;AE-VKON Collaboration und Cross Functional Services
b071914;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b073381;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b070577;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b073432;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b070337;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b072663;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b072825;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b073434;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b070334;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b072541;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b072381;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b073382;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b073342;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b073384;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b072078;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b073383;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b073214;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b073433;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b073963;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b048597;Mustermann;Max2190;2634.0;AE-BI/Analytics-CC;121020;AE-VKON BI/Analytics-CC
b051192;Mustermann;Max2190;2640.0;IT-Steuerung;124018;IT-Steuerung
b057801;Mustermann;Max2190;2640.0;IT-Steuerung;124018;IT-Steuerung
b046872;Mustermann;Max2190;2640.0;IT-Steuerung;124018;IT-Steuerung
b000661;Mustermann;Max2190;2642.0;IT-Service, Sicherheit;124012;Zentrale Benutzeradministration
b072891;Mustermann;Max2190;2642.0;IT-Service, Sicherheit;124012;Zentrale Benutzeradministration
b066425;Mustermann;Max2190;2642.0;IT-Service, Sicherheit;124012;Zentrale Benutzeradministration
b069865;Mustermann;Max2190;2642.0;IT-Service, Sicherheit;124012;Zentrale Benutzeradministration
b059240;Mustermann;Max2190;2642.0;IT-Service, Sicherheit;124012;Zentrale Benutzeradministration
b065881;Mustermann;Max2190;2642.0;IT-Service, Sicherheit;124012;Zentrale Benutzeradministration
b050015;Mustermann;Max2190;2642.0;IT-Service, Sicherheit;124012;Zentrale Benutzeradministration
b057064;Mustermann;Max2190;2642.0;IT-Service, Sicherheit;124012;Zentrale Benutzeradministration
b073978;Mustermann;Max2190;2642.0;IT-Service, Sicherheit;124012;Zentrale Benutzeradministration
b073945;Mustermann;Max2190;2642.0;IT-Service, Sicherheit;124048;IT-Compliance
b057789;Mustermann;Max2190;2642.0;IT-Service, Sicherheit;124013;Informationssicherheitsmanagement
b073946;Mustermann;Max2190;2642.0;IT-Service, Sicherheit;124013;Informationssicherheitsmanagement
b073854;Mustermann;Max2190;2642.0;IT-Service, Sicherheit;124013;Informationssicherheitsmanagement
b073994;Mustermann;Max2190;2642.0;IT-Service, Sicherheit;124013;Informationssicherheitsmanagement
b057585;Mustermann;Max2190;2642.0;IT-Service, Sicherheit;124013;Informationssicherheitsmanagement
b000730;Mustermann;Max2190;2645.0;IT-Anwenderbetreuung;127032;IT-Service
b002523;Mustermann;Max2190;2645.0;IT-Anwenderbetreuung;127032;IT-Service
b048405;Mustermann;Max2190;2645.0;IT-Anwenderbetreuung;127032;IT-Service
b068835;Mustermann;Max2190;2645.0;IT-Anwenderbetreuung;127032;IT-Service
b072447;Mustermann;Max2190;2645.0;IT-Anwenderbetreuung;127032;IT-Service
b057528;Mustermann;Max2190;2645.0;IT-Anwenderbetreuung;127032;IT-Service
b057073;Mustermann;Max2190;2645.0;IT-Anwenderbetreuung;127032;IT-Service
b000862;Mustermann;Max2190;2645.0;IT-Anwenderbetreuung;127031;Service Level Management
b068771;Mustermann;Max2190;2645.0;IT-Anwenderbetreuung;127031;Service Level Management
b054188;Mustermann;Max2190;2645.0;IT-Anwenderbetreuung;127031;Service Level Management
b046432;Mustermann;Max2190;2645.0;IT-Anwenderbetreuung;127031;Service Level Management
b071558;Mustermann;Max2190;2646.0;IT-B-Client Dienste (IT-B-CD);127025;IT-B-Client, Dienste
b065074;Mustermann;Max2190;2646.0;IT-B-Client Dienste (IT-B-CD);127025;IT-B-Client, Dienste
b068940;Mustermann;Max2190;2646.0;IT-B-Client Dienste (IT-B-CD);127025;IT-B-Client, Dienste
b068999;Mustermann;Max2190;2646.0;IT-B-Client Dienste (IT-B-CD);127025;IT-B-Client, Dienste
b070182;Mustermann;Max2190;2646.0;IT-B-Client Dienste (IT-B-CD);127025;IT-B-Client, Dienste
b001857;Mustermann;Max2190;2646.0;IT-B-Client Dienste (IT-B-CD);124011;IT-B-Server, Dienste
b057389;Mustermann;Max2190;2646.0;IT-B-Client Dienste (IT-B-CD);124011;IT-B-Server, Dienste
b073917;Mustermann;Max2190;2647.0;IT-Workplace Management;124052;IT-Prozessmanagement
b070603;Mustermann;Max2190;2647.0;IT-Workplace Management;124053;IT-Provider Management
b002028;Mustermann;Max2190;2647.0;IT-Workplace Management;124047;IT-Workplace Management
b064972;Mustermann;Max2190;2647.0;IT-Workplace Management;124047;IT-Workplace Management
b040857;Mustermann;Max2190;2647.0;IT-Workplace Management;124047;IT-Workplace Management
b043801;Mustermann;Max2190;2647.0;IT-Workplace Management;124047;IT-Workplace Management
b043005;Mustermann;Max2190;2647.0;IT-Workplace Management;124047;IT-Workplace Management
b043006;Mustermann;Max2190;2647.0;IT-Workplace Management;124047;IT-Workplace Management
b050000;Mustermann;Max2190;2647.0;IT-Workplace Management;124047;IT-Workplace Management
b006476;Mustermann;Max2190;2647.0;IT-Workplace Management;124047;IT-Workplace Management
b067155;Mustermann;Max2190;2647.0;IT-Workplace Management;124047;IT-Workplace Management
b048428;Mustermann;Max2190;2647.0;IT-Workplace Management;124047;IT-Workplace Management
b055901;Mustermann;Max2190;2647.0;IT-Workplace Management;124041;IT-Lizenzmanagement
b073178;Mustermann;Max2190;2647.0;IT-Workplace Management;124041;IT-Lizenzmanagement
b073457;Mustermann;Max2190;2649.0;User Help Desk;620146;UHD
b073817;Mustermann;Max2190;2649.0;User Help Desk;620146;UHD
b072399;Mustermann;Max2190;2649.0;User Help Desk;620146;UHD
b069228;Mustermann;Max2190;2649.0;User Help Desk;620146;UHD
b068762;Mustermann;Max2190;2649.0;User Help Desk;620146;UHD
b054676;Mustermann;Max2190;2649.0;User Help Desk;620146;UHD
b071016;Mustermann;Max2190;2649.0;User Help Desk;620146;UHD
b070235;Mustermann;Max2190;2649.0;User Help Desk;620146;UHD
b073660;Mustermann;Max2190;2653.0;Business Development;124046;Programmmanagement
b073596;Mustermann;Max2190;2653.0;Business Development;124046;Programmmanagement
b072772;Mustermann;Max2190;2653.0;Business Development;124046;Programmmanagement
b070805;Mustermann;Max2190;2653.0;Business Development;124046;Programmmanagement
b066553;Mustermann;Max2190;2653.0;Business Development;124046;Programmmanagement
b066492;Mustermann;Max2190;2653.0;Business Development;124046;Programmmanagement
b072706;Mustermann;Max2190;2653.0;Business Development;124049;Nachhaltigkeitsmanagement
b067831;Mustermann;Max2190;2653.0;Business Development;124049;Nachhaltigkeitsmanagement
b070266;Mustermann;Max2190;2653.0;Business Development;124049;Nachhaltigkeitsmanagement
b060556;Mustermann;Max2190;2653.0;Business Development;124050;Innovationsmanagement
b070968;Mustermann;Max2190;2653.0;Business Development;124050;Innovationsmanagement
b073577;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124007;Projektmanagement
b049965;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124035;Projektportfoliomanagement
b069081;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124035;Projektportfoliomanagement
b058491;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124035;Projektportfoliomanagement
b056533;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124035;Projektportfoliomanagement
b054634;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124035;Projektportfoliomanagement
b067443;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124035;Projektportfoliomanagement
b064750;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124035;Projektportfoliomanagement
b069521;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124035;Projektportfoliomanagement
b040862;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124035;Projektportfoliomanagement
b046199;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124035;Projektportfoliomanagement
b055237;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124035;Projektportfoliomanagement
b072849;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124035;Projektportfoliomanagement
b072867;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124035;Projektportfoliomanagement
b073656;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124035;Projektportfoliomanagement
b053334;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;310105;Zentrales Anforderungsmanagement
b001459;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;310105;Zentrales Anforderungsmanagement
b072724;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;310105;Zentrales Anforderungsmanagement
b070730;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;310105;Zentrales Anforderungsmanagement
b040347;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;310105;Zentrales Anforderungsmanagement
b060536;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;310105;Zentrales Anforderungsmanagement
b002179;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;310105;Zentrales Anforderungsmanagement
b001145;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;310105;Zentrales Anforderungsmanagement
b072519;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;310105;Zentrales Anforderungsmanagement
b001436;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;310105;Zentrales Anforderungsmanagement
b001804;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124056;Zentrale Projektleitende
b073585;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124056;Zentrale Projektleitende
b059107;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124056;Zentrale Projektleitende
b071134;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124056;Zentrale Projektleitende
b073360;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124056;Zentrale Projektleitende
b073443;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124056;Zentrale Projektleitende
b072994;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124056;Zentrale Projektleitende
b071980;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124056;Zentrale Projektleitende
b067790;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124056;Zentrale Projektleitende
b072939;Mustermann;Max2190;2654.0;Anforderungs-u.Projektportf.-managem;124056;Zentrale Projektleitende
b067815;Mustermann;Max2190;2655.0;Prozessmanagement/Fach-u.Prozessarch;124034;Prozess- und Datenmanagement
b043085;Mustermann;Max2190;2655.0;Prozessmanagement/Fach-u.Prozessarch;124034;Prozess- und Datenmanagement
b069229;Mustermann;Max2190;2655.0;Prozessmanagement/Fach-u.Prozessarch;124034;Prozess- und Datenmanagement
b049963;Mustermann;Max2190;2655.0;Prozessmanagement/Fach-u.Prozessarch;124034;Prozess- und Datenmanagement
b065875;Mustermann;Max2190;2655.0;Prozessmanagement/Fach-u.Prozessarch;124034;Prozess- und Datenmanagement
b057636;Mustermann;Max2190;2655.0;Prozessmanagement/Fach-u.Prozessarch;124034;Prozess- und Datenmanagement
b067701;Mustermann;Max2190;2655.0;Prozessmanagement/Fach-u.Prozessarch;124034;Prozess- und Datenmanagement
b069888;Mustermann;Max2190;2655.0;Prozessmanagement/Fach-u.Prozessarch;124034;Prozess- und Datenmanagement
b000990;Mustermann;Max2190;2655.0;Prozessmanagement/Fach-u.Prozessarch;124034;Prozess- und Datenmanagement
b066814;Mustermann;Max2190;2655.0;Prozessmanagement/Fach-u.Prozessarch;124034;Prozess- und Datenmanagement
b050001;Mustermann;Max2190;2655.0;Prozessmanagement/Fach-u.Prozessarch;124034;Prozess- und Datenmanagement
b001066;Mustermann;Max2190;2655.0;Prozessmanagement/Fach-u.Prozessarch;124034;Prozess- und Datenmanagement
b046121;Mustermann;Max2190;2655.0;Prozessmanagement/Fach-u.Prozessarch;124034;Prozess- und Datenmanagement
b002773;Mustermann;Max2190;2655.0;Prozessmanagement/Fach-u.Prozessarch;124034;Prozess- und Datenmanagement
b070930;Mustermann;Max2190;2656.0;KBM-PRO;13051;KBM Projekt- und Prozessmanagement
b072865;Mustermann;Max2190;2656.0;KBM-PRO;13051;KBM Projekt- und Prozessmanagement
b046193;Mustermann;Max2190;2656.0;KBM-PRO;13051;KBM Projekt- und Prozessmanagement
b058010;Mustermann;Max2190;2656.0;KBM-PRO;13051;KBM Projekt- und Prozessmanagement
b071065;Mustermann;Max2190;2656.0;KBM-PRO;13051;KBM Projekt- und Prozessmanagement
b051587;Mustermann;Max2190;2658.0;AE-VKON Leitung L3;121004;AE-VKON Com:N
b000163;Mustermann;Max2190;2658.0;AE-VKON Leitung L3;120006;AE-VKON Finanzwesen
b002224;Mustermann;Max2190;2658.0;AE-VKON Leitung L3;120014;AE-VKON Zahlungsverkehr
b055886;Mustermann;Max2190;2658.0;AE-VKON Leitung L3;123001;AE-VKON HR-IT
b049841;Mustermann;Max2190;2658.0;AE-VKON Leitung L3;121007;AE-VKON Collaboration und Cross Functional Services
b041016;Mustermann;Max2190;2661.0;IT-B-Ablaufsteuerung (IT-B-ABS);127012;IT-B-Ablaufsteuerung
b002489;Mustermann;Max2190;2661.0;IT-B-Ablaufsteuerung (IT-B-ABS);127012;IT-B-Ablaufsteuerung
b043815;Mustermann;Max2190;2661.0;IT-B-Ablaufsteuerung (IT-B-ABS);127012;IT-B-Ablaufsteuerung
b051543;Mustermann;Max2190;2661.0;IT-B-Ablaufsteuerung (IT-B-ABS);127012;IT-B-Ablaufsteuerung
b041798;Mustermann;Max2190;2661.0;IT-B-Ablaufsteuerung (IT-B-ABS);127012;IT-B-Ablaufsteuerung
b054837;Mustermann;Max2190;2662.0;IT-Betrieb (IT-B);127014;IT-B-Netzwerkservice
b041923;Mustermann;Max2190;2662.0;IT-Betrieb (IT-B);124027;IT-Betrieb
b058052;Mustermann;Max2190;2662.0;IT-Betrieb (IT-B);127001;IT-Betrieb Sekretariat
b044669;Mustermann;Max2190;2662.0;IT-Betrieb (IT-B);127010;IT-B-Client, Server, Dienste
b073518;Mustermann;Max2190;2664.0;IT-Planung/Steuerung Leitung;126000;IT-Planung/Steuerung
